query,job_url,backstory
border force,https://www.seek.com.au/job/36633528,You work in border force. You have been at your job for two years. You are looking to further your career. You would like a position in border force that is full time with advancement opportunities. You would like to stay in yout current area.
border force,https://www.seek.com.au/job/36633529,You have been working as a front line border force officer and are looking to progress your career toward a more legally technical side of the field. You have a law degree and hope to find a role that incorporates both your experience and your education.
border force,https://www.seek.com.au/job/36633530,"You are currently working in a Border force position at the local customs department of a local airport, enforcing rules and making sure people don't break them. You are looking to progress your career in to the law side of the profession but as yet your don't have any experience."
border force,https://www.seek.com.au/job/36633531,You recently moved to the area with your family after your spouse was transferred here with her job.  Your last position was as a staff lawyer at a law firm and your area of expertise was intellectual property law. You handled and encountered situations on a daily basis.  You have excellent written and oral communication skills and would love to join a new team.
border force,https://www.seek.com.au/job/36633532,"You are Harold, a seven year Military veteran of immigration and border security between neighboring countries.  You have recently completed your deployment and will be seperating from Military Service with honorable discharge in one month. During the past two years of your time in the military you have completed your legal training to become an attorney specializing in intellectual property, patents and design protections. You completed your academic time in University with highest honors and passed the bar exam on the first sitting. You are licensed and prepared to start withing thirty days."
border force,https://www.seek.com.au/job/36633533,You are a Sydney local looking for a job in the Australian Border Force. You have no experience but are looking to change your career path after working in IT for the past few years as a technician and then manager.
civil engineering,https://www.seek.com.au/job/36670586,You're a civil engineering student in college. You are doing well but you are looking for a paid internship while you are still in school so you have some experience when you graduate. You also want to make sure civil engineering is right for you.
civil engineering,https://www.seek.com.au/job/36670587,"Your name is Phillip. You are 38 years old. You have a degree in civil engineering. You have 13 years experience in the field. You have experience in project management for civil engineering projects, main road projects, and QR projects. You have experience in infastructure, roadways and in urban setting as well as rural."
civil engineering,https://www.seek.com.au/job/36670588,"You left school with eight gcses and you went on to vocational college where you studied civil engineering, passed all relevent qualifications and went on to work with one of the largest companys in the field of civil engineering. You work well with the people around you but you also work well on your own."
civil engineering,https://www.seek.com.au/job/36670589,"You have 7 years of experience as a project manager in main roads infrastructure projects. You have a degree in civil engineering and are able to work well in a team. In your time as project manager you have procured experience in cost managing, reporting, procurement and traffic management. You are willing to undertake DIDO/FIFO work."
civil engineering,https://www.seek.com.au/job/36670590,you have a degree in civil engineering. you have worked for two companies as a full time project engineer. You have eight years of experience in project engineering. You currently moved to Brisbane and you need a job.
civil engineering,https://www.seek.com.au/job/36670591,You have 6 years experience in civil infrastructure and have a degree in civil engineering. You have experience on QR projects and have great communication and teamwork skills. You have experience in traffic management.
civil engineering,https://www.seek.com.au/job/36670592,"You are Clyde, a seventeen year Civil Service Engineer with a Masters degree in Civil Engineering.  You are proficient with all forms of office software, have experience in procurement  and traffic management and are skilled in DIDO/FIFO work. Your area of concentration has been in the design of bridges and overpasses and roadway management to ensure a clean flow of traffic.  You have analyzed proposals and negotiated roadway contracts with the state.  You am committed to the health and safety of all persons on any job site you oversee and have a clean safety record."
civil engineering,https://www.seek.com.au/job/36670593,You are unhappy in your current position as a project engineer for a very small civil engineering firm.  You are looking for an opportunity to work for a larger firm that has a more collaborative environment where you can improve your skills and work with more current technical improvements in your job.
civil engineering,https://www.seek.com.au/job/36670594,"You got your degree from the university ten years ago and have been working for a company that you feel does not appreciate your value to their organization.  You have been overlooked for raises and have not had a promotion in the last four years.  You decide it is time to look for companies that will appreciate your degree of education, experience, and input."
civil engineering,https://www.seek.com.au/job/36670595,"You are someone living in the inner suburbs of Brisbane that has been working as an engineer for the last 8 years. You are looking for a full time position working as a project engineer. Most of your experience is working as a project manager with main roads experience as well as civil and road infrastructure. You are degree qualified with experience in cost management and reporting as well as procurement and traffic management. You have strong communication, analytical and negotiation skills. You have the ability to drive a strong positive safety culture onsite with a proactive commitment to work health, safety, environment and quality. You are willing to undertake DIDO/FIFO work."
civil engineering,https://www.seek.com.au/job/36670596,You do have a degree qualification in civil engineering. You have worked as a civil engineer for at least 6 years and have experiance doing QR projects. You strive for safety and are a team player with great communication skills.
civil engineering,https://www.seek.com.au/job/36670597,"Your name is Alex. You are 27 years old, with 2 years of experience in civil engineering. You are looking for a new full time job as project engineer. You have great communications skills and a car. You are single and looking for a high salary."
commercial plumber,https://www.seek.com.au/job/36722504,You are 27 years old. You have are a commercial plumber. You have experience in plumbing and you have worked two companies as a full time commercial plumber. Your last job was terminated because the company closed down.
commercial plumber,https://www.seek.com.au/job/36722505,You have been working for yourself as a freelance plumber on largely commercial jobs for the past 10 years and would like to gain employment by a company as a commercial plumber in a permanent full time job now.
commercial plumber,https://www.seek.com.au/job/36722506,You are currently working as a plumber in residential settings and are looking for something more challenging so are looking to work in the commercial side of plumbing and are willing to take on overtime when needed.
commercial plumber,https://www.seek.com.au/job/36722507,You are an experienced commercial plumber that is looking to start full time employment with a reputable business.
commercial plumber,https://www.seek.com.au/job/36722508,You are a qualified plumber and have been working as a freelance commercial plumber since gaining your qualifications. You have not found much work the last couple of months so are searching for employment that can give you a reliable income.
commercial plumber,https://www.seek.com.au/job/36722509,"You have been enjoying life for the past seven years living with your wife, no children, and owning your own small plumbing contacting company with just five employees. However, at the end of the year as you are doing your final bookkeeping, you realize it is undeniable that you have been subject to employee theft. Without a doubt, you know your employees well enough that there is only one possible suspect.  You call him in and terminate him immediately. Within a week after his termination, your building is burned to the ground in the middle of the night. Of course, you have full insurance and are covered. However, you decide to go ahead and liquidate the business and that it is time for you to work for someone else now instead of carrying the load of the company on your shoulders. You sit down and search for a company that would respect your previous experience owning your own business but would be a less stressful experience."
commercial plumber,https://www.seek.com.au/job/36722510,You are currently working as a plumber in a residential setting and are looking for something a bit more challenging so are looking to work in the commercial side of plumbing and are willing to take on overtime.
commercial plumber,https://www.seek.com.au/job/36722511,"You are a board certified, trade school certified and apprenticed plumber with minimal experience in HVAC as well, giving cross-industry experience valuable to a family-owned, locally operated company, potentially looking to expand, but certainly is looking to develop a core set of ""family beyond the family"" service staff."
commercial plumber,https://www.seek.com.au/job/36722512,"You were employed as an in-house plumber by the largest company in the area, but they have had to shut their doors due to lack of business. You worked for them for 20 years and were given an excellent recommendation that testifies to your excellent work ethic, your great attitude and your dedication to the company. You never missed a day of work in the 20 years you were employed there. You are registered and have all your paperwork up to date."
commercial plumber,https://www.seek.com.au/job/36722513,You have 16 years experience in commercial plumbing. You have worked for five different companies as a full time commercial plumber. Your last job was terminated because the company closed down. You are currently looking for a job as a full time commercial plumber.
compliance,https://www.seek.com.au/job/36672274,"You've worked in compliance for 8 years. You have superb attention to detail and your coworkers liked you. Your boss even gave you employee of the month awards four times because you were so excellent at your job. However, you are moving from Melbourne to Sydney and need to find something new."
compliance,https://www.seek.com.au/job/36672275,Your name is Steve. You are 40 years old. You hold a degree in finance. You have worked for 15 years in the financial sector. You have 8 years experience as a compliance officer. After relocating to the area you are looking for a job in your field here.
compliance,https://www.seek.com.au/job/36672276,"Your name is Howard you are 30 years old married with a kid, you have 5 years of experience as a compliance officer. You are a hard worker with lot of experience in compliance monitoring and compliance training looking for a new full time job with a high salary"
compliance,https://www.seek.com.au/job/36672277,Your name is Christina and you are thirty one years old. You recently moved to Sydney looking for a new challenge and to be close to your friends and family. You are looking for a full time opportunity as a compliance officer in one of the city's top financial institution.  You have more than ten years of experience and a strong understanding of compliance obligations and regulators.
compliance,https://www.seek.com.au/job/36672278,You are a banking compliance manager seeking to relocate to the Sydney suburbs.  You are seeking a job that is full time.  You are seeking a job that offers a decent starting salary with the opportunity for bonuses.
compliance,https://www.seek.com.au/job/36672279,"You are Louis and you have a University degree in Economics and International Banking. You have worked in many capacities in banking and currently lead the compliance division for the Queens Bank. You have ten years experience in banking of which five have been in compliance roles. You are thoroughly knowledgeable in regulations , ASIC, APRA, AUSTRAC and many proprietary regulations for each bank you have worked for."
compliance,https://www.seek.com.au/job/36672280,"You have been working as a compliance officer for Coutts Investment Banking for 10 years and feel it is time to move on, ideally to a global sized banking enterprise. You are looking for a salary of $150k up."
compliance,https://www.seek.com.au/job/36672281,You have a degree in business and one in finance. Your last job was  as a compliance officer for a small bank in your home town. You want to relocate to the area because you want more oppertunities than a small bank can offer.
compliance,https://www.seek.com.au/job/36672282,Your recent job history involves jobs where you have worked in the complience department and you have got on realy well on you last job. You were a complience officer and had a team of around 6 people in your office. You all got on really well and had very good results.
compliance,https://www.seek.com.au/job/36672283,"You have been working in a Compliance Administrator role at a large bank for the past few years and want to now progress your career in that same path of compliance roles, ideally in a management role."
compliance,https://www.seek.com.au/job/36672284,You have 6 years of proven experience in compliance roles with end to end experience in both institutional and investment banking. You are an expert in compliance obligations and regulators and have a strong character capable of resilience and hard work.
compliance,https://www.seek.com.au/job/36672285,"You are an experienced compliance officer that is looking for new employment, somewhere to use your special set of skills."
compliance,https://www.seek.com.au/job/36672286,You have 9 years in the compliance field in banking industries. You have the ability to advise and guide the business with compliance monitoring and training. You are a hard worker and have understanding of compliance obligations.
compliance,https://www.seek.com.au/job/36672287,"You are 39 years old. You just moved to Sydney. You have gained experience in compliance for about seven years, in those seven years you have worked for two different companies. Your last job was terminated because you changed your location."
compliance,https://www.seek.com.au/job/36672288,"You are Lewis, a career Banking and Financial Services Compliance officer. You have experience from end to end in institutional banking and are highly knowledgeable in compliance regulations, ASIC, APRA and AUSTRAC. You are versed in creating compliance policies and can audit them to determine if they are being followed.  You have worked the past ten years as an independent contractor working with small to mid sized banks establishing financial policies to meet regulatory requirements and then monitoring them to ensure they are being followed. You have trained staff on all facets of compliance and created documentation for the business.  You have traveled 80% of my work time for the past ten years and  have decided to return to the corporate work force to reduce your travel."
compliance,https://www.seek.com.au/job/36672289,You experienced a forced retirement from your role as Chief Compliance Officer in the recent past due to a change in the board of directors.  You're not ready to retire and feel you have many years left to make significant contributions to an organization that values your experience.
compliance,https://www.seek.com.au/job/36672290,You have served for ten years as the president and CFO of a multi-billion dollar national bank.  You have recently had some major health issues and need to step away from your position and seek a new position in your field with a lower stress level.
compliance,https://www.seek.com.au/job/36672291,"You were working at a bank in the compliance field, but are looking for something more long term, or better pay. You may need more experience or certifications."
compliance,https://www.seek.com.au/job/36672292,You are someone who lives in the Eastern Suburbs of Sydney that has been working for the last 10 years as a Compliance Officer.  The 10 years of experience you have in the field is end to end experience with in institutional as well as investment banking. You have a strong understanding of Compliance obligations and regulators. You are extremely hardworking mentally and you're very resilient. You are a very hard working who is looking to move to the global corporate banking field.
compliance,https://www.seek.com.au/job/36672293,You have three years working at the finance but the current company is too small so you want to seek the biger company for your challenge. You want to apply your CV for the important position in the bank.
compliance,https://www.seek.com.au/job/36672294,You have worked in compliance for the last five to seven years in banking institutions. You have a strong resilience and a strong understanding of complacent regulations.  You want a chance at working under one other person and you want to get bonuses.
compliance,https://www.seek.com.au/job/36672295,"You are a compliance officer looking for a job. You have been looking for a long time, browsing ads and sending resumes, but nothing seems to turn up."
compliance,https://www.seek.com.au/job/36672296,"Your name is Jason. You are a 32 years old compliance officer, looking for a new full time job in the area, you have 6 years of experience, are marriend with two children and are looking to work in a global corporation with a high salary."
construction,https://www.seek.com.au/job/36550786,You're a construction worker and you like that it pays a decent wage. You wouldn't mind taking a job that takes you to a different part of the country or even another part of the world since you have no family obligations tying you down.
construction,https://www.seek.com.au/job/36550787,Your name is Alex. You are 35 years old. You have been in the construction industry for 15 years. You have 7 years experience in the mine construction field. You are able to pass any employment screenings and have your own vehicle. You are looking for a new company to grow with in this area.
construction,https://www.seek.com.au/job/36550788,"Your name is Harry your are 30 years old married with a kid. You have 6 years of experience as a  civil construction contractor, looking for a new full time job in the construction business, specifically with mine site projects."
construction,https://www.seek.com.au/job/36550789,Your name is John and you are twenty eight years old. You recently moved to Geraldton and you're looking for a new opportunity in the construction sector. You have more than seven years of experience leading successful projects.
construction,https://www.seek.com.au/job/36550790,You have just finished a job working on a construction site for a large factory build. You learnt many skills there including fork-lift driving and operating diggers and hammer drills. You want to find a similar role where you can be challenged physically and see a project develop from your hard work.
construction,https://www.seek.com.au/job/36550791,You have an national accredited operating ticket. You are currently working in the industry. The company you currently work for cares more about profit than people. You want to work for a more ethical company.
construction,https://www.seek.com.au/job/36550792,You are a Tower Crane Operator within the city with vast knowledge in construction industry and bulk earthworks specifically. You are looking to gain more knowledge in different sectors of the construction industry and will feel it would be a great advantage to add more experience.
construction,https://www.seek.com.au/job/36550793,Your name is Kent and you are twenty six years old. You have four years of experience working in mobile plants in construction. You have worked in mine site construction plants in the past and possess a driver's licence.
construction,https://www.seek.com.au/job/36550794,You have fifteen years of general contracting experience. You were self employed until an accident on a job site induced a lawsuit that bankrupted you. You seek full time permanent employment in the construction industry.
construction,https://www.seek.com.au/job/36550795,You are an experienced construction worker with skills in different areas of construction. You are seeking new employment as the last project you worked on has now been finished.
construction,https://www.seek.com.au/job/36550796,"Your name is Gerard. You are 32 years old, married with 2 children and have 6 years of experience in civil construction. You are looking for a new part time job in the industry of civil construction with a flexible schedule and a high pay."
construction,https://www.seek.com.au/job/36550797,"You are in the prime of your life. You are at this moment working on a site using all the big pieces of machinery, which you are well qualified to use. You have never had any accidents or incidents and you work well as a team or on your own."
construction,https://www.seek.com.au/job/36550798,"You are Mike, a 28 year old from Boston, MA. You have 4 years experience doing odd jobs here and there and trying to find the right job. You are in very good shape and lift weights regularly. You can work long shifts in all kinds of weather. You feel you possess the qualifications needed and are looking for a full time job in construction."
construction,https://www.seek.com.au/job/36550799,You have worked in field of construction for 25 years and on many types of building and construction projects. You are looking to broaden your field of construction in different environments. You are willing to travel if needed.
construction,https://www.seek.com.au/job/36550800,You were recently terminated by your most recent place of employment due to the company shutting down your local location. You are located in Cincinnati and you are willing to travel an hour outside my area in either direction.You are looking for full time work.
construction,https://www.seek.com.au/job/36550801,You have been working on a fixed term site placement for the past 24 months as a bulk earthwork construction laborer. The job is almost finished and you are looking to line up your next job in a similar role.
construction,https://www.seek.com.au/job/36550802,You have worked in the construction industry for over 15 years and have worked in several types of roles. You have worked two prior jobs that were related to the construction of mining sites. You operated heavy equipment of various types during those jobs and still possess the licenses and certifications required to operate all the required machinery. You have an excellent safety record and have never been involved in any accidents.
construction,https://www.seek.com.au/job/36550803,"You are Chris, a fifteen year construction industry veteran. You have experience managing Mobile Plant Operations for a mining and core extractions company. You work in a team environment where a positive ""can do"" attitude is a must and we all work together filling various roles as needed to safely accomplish the goal. You have experience in bulk earth works and mining and hold current nbsp certifications. You have fifteen years of clean drug and alcohol screen test and are willing to work remotely on assignments as needed."
construction,https://www.seek.com.au/job/36550804,You currently live in Perth and are looking for a job in the construction sector. You have a little bit of experience in this area but not in a professional capacity. You currently work in a local DIY store and are hoping to improve your career prospects.
construction,https://www.seek.com.au/job/36550805,"You are a 26-year-old male from Wichita, KS, looking for a job in construction. You are young and healthy and have a good body shape for doing construction-type work. You are looking for a new position that is full-time and challenging."
construction,https://www.seek.com.au/job/36550806,You are a Tower Crane operator within the city with vast knowledge in construction industry and bulk earthworks especially. You are looking to gain more knowledge in different sectors of the construction industry and will feel it would be a great advantage to add more experience.
construction,https://www.seek.com.au/job/36550807,Your current construction project (building a new extension to the underground) is finishing in two weeks and you are looking for your next job. You have experience digging tunnels using heavy machinery.
construction,https://www.seek.com.au/job/36550808,"You have enjoyed a great life backing your brother-in-law as a partner in owning a small company doing mine site construction projects. As a senior partner, you enjoy the perks of your position and are able to be at home and help with the daily routine with the kids a great amount. However, you have just recently realized that your brother-in-law is running into a major problem controlling his drinking. The business is beginning to suffer and your sister is asking him for a divorce. You decide that the wisest decision would be to back out of the partnership before things become worse with the company and also that you do not want to have to have a divided loyalty between your sister and a soon-to-be ex that would also be your partner. You decide to liquidate your assets in the company and begin looking for another position."
council,https://www.seek.com.au/job/36767012,"You're a 21 year old who just graduated from university with a major in civics. You want to change the world and be a political leader. You want to start by running in the town you're from, and work your way up."
council,https://www.seek.com.au/job/36767013,Your name is Jill. You are 39 years old. You have degrees in political science and business management. You previously worked as an office manager for a medium sized corporation as well as a councilor in my local city. You have 4 years government experience and are wanting to expand that experience
council,https://www.seek.com.au/job/36767014,You have been working as a compliance expert at Victoria council and are looking to find a similar but more high grade compliance role in a council closer to Perth. You have high ambitions for career prospects and salary.
council,https://www.seek.com.au/job/36767015,"you are 37 years old, you have a degree in political science and and another degree in management courses from overseas. You have worked for different companies as a management consultant. Your last job was terminated because you were under payed."
council,https://www.seek.com.au/job/36767016,You are a goverment council worker based in the defence field of expertise. You are a  well known councillor among your peers and are looking to relocate to a different sector to ensure you have a great work/life balance.
council,https://www.seek.com.au/job/36767017,You are seeking new full time employment with a local government. You have twelve years of experience with dealing with everything from the mayor to local council members and pay great attention to detail.
council,https://www.seek.com.au/job/36767018,You have been working in local councils since completing your degree and have built your way up to management level. You want to move to Stirling and are looking to see what positions are open at their local council.
council,https://www.seek.com.au/job/36767019,"You have been living in Perth and working very close to home in a major law office.  You realize on the drive home that the town is becoming very littered, you notice groups of homeless people sitting on the sidewalks and see the businesses that have recently closed down. You are thinking that it is very sad to see such a beautiful area beginning to have such obvious issues and seek to see if there is something you could actively do about it. You sit down and search for council jobs."
council,https://www.seek.com.au/job/36767020,"You are a middle aged recently widowed housewife. You have little practical experience in any field. You are hoping to find entry level, full time and permanent employment in the government sector, but are unclear how to search for this type of position."
council,https://www.seek.com.au/job/36767021,You have been working as a consultant to Adelaide council providing advice and direction for compliance based requirements. You and your family want to move back to Stirling to be closer to your aging parents and hope to find a similar role finding it dynamic and varied working in a council environment and appreciating that the work the council does impacts the local community. You have a degree in Law and have done further qualifications in Compliance law and politics.
council,https://www.seek.com.au/job/36767022,"Coming off a recent stint as a campaign manager for a Minister of Parliament, having used experience working within City Councils across the territory in various capacities, such a job would be perfect for you as you would have both the relevant experience and potential to grow, as well as connections at the national level to function in a multi-tiered capacity."
council,https://www.seek.com.au/job/36767023,"You have worked in government for your entire career since graduating from Law School 20 years ago. Your three clerkships and your work as a district attorney has required very long hours, lots of research and has not provided for very good work life balance. You have spent long hours doing pro bono work as well as you feel a strong sense of civic duty. You are looking for a new challenge that will afford you regular hours and allow you to put your knowledge to good use."
council,https://www.seek.com.au/job/36767024,Your name is Marshall and you are a 38 years of age. You have a degree in management from the university and also a professional degree in public management and relations. You have 15 years of experience in public management. You have very good management skills.
customer experience,https://www.seek.com.au/job/36569796,"You were working at a customer service counter in a retail store for seven years. You were well known for both your attention to detail and your polite and bubbly personality. You never met a customer who didn't leave happier than they arrived.  Unfortunately, you were in a car accident recently that requires a lot of rehabilitation time. You were told that you can't work for about six months because you can't stand at your counter for long periods of time. But you like your job and have ever mounting medical bills that you are worried about being able to pay. You are well enough to sit up and work from home while you take the time to heal."
customer experience,https://www.seek.com.au/job/36569797,"You are new to the North Shore area and are seeking a position in any customer based field. You have 3 years of experience with retail and 4 years experience with various client based business, both large and small scale."
customer experience,https://www.seek.com.au/job/36569798,"Your name is Jane. You are 30 years old. You have 4 years experience as a customer experience specialist. You worked in an office for 3 years, within the last year you have telecommuted working primarily from home. You would like to continue working from home in your current field."
customer experience,https://www.seek.com.au/job/36569799,"Your name is Julia you are 27, married with a kid. You are a customer experience administrator with 2 years of experience in the area looking  for a new part time job in the customer experience sector, you are proficient in Microsoft software, specially office."
customer experience,https://www.seek.com.au/job/36569800,Your name is Carla and you're twenty five years old. You have more than five years experience working as a customer representative and other customer facing roles. You're really customer oriented and proficient in Microsoft Applications. You're looking for a full time position in order to contribute your skills and experience.
customer experience,https://www.seek.com.au/job/36569801,You want a full time position. You want a job that has the potential to adjust days and hours as you have school age children.  You like the idea of working from home and seek positions where that option is available.
customer experience,https://www.seek.com.au/job/36569802,"You are Jeanine, a career customer service specialist. You have a certificate in hotel hospitality and management from the Career Training Institute and have worked in varying capacities in the hospitality industry. You are accustomed to working in teams to accomplish a goal and have individual responsibilities to accomplish to meet the overall goal.  You are able to work in a fast paced environment where changing factors are the norm. You have a calm demeanor and focus on meeting the clients needs first. You are a detail oriented person and skilled at redesigning processes to be more efficient and effective."
customer experience,https://www.seek.com.au/job/36569803,You have been working for a builders merchant as a customer experience assistant and have really enjoyed both the role and the type of company you work for but found no current prospects for career progression so are looking to further your career with a new company.
customer experience,https://www.seek.com.au/job/36569804,"You have thousands of hours experience in customer service, both in retail and over the phone. You have excellent communication skills and are good with people. Your hours are flexible and you ready want to start immediately."
customer experience,https://www.seek.com.au/job/36569805,"You are currently working at home with a trading business with your own office. You are self taught problem solver with computers, knowing how to use both microsoft word and excel. Your work hours are highly flexible and needing a job to make extra money."
customer experience,https://www.seek.com.au/job/36569806,You have fifteen years  experience working with customers and the public. You have a degree in business from a major school. You have outgrown your last job. You are  very interested in telecommuting.
